0,45.95,0
-0.85,46.25,1.206048779
1.225,46.45,-7.161933727
1.55,46.015,-3.794059541
1.2,45.8,-2.98146122
-1.05,44.95,0
-0.65,46.525,-0.295336454
0,46.3,-0.596809451
0.2,46.025,-1.491740435
-1.3,45.9,-0.909380449
0.625,45.9,-1.799275724
0.625,45.89,-1.803049259
-0.375,45.95,-1.199736238
1.375,46,-3.028698578
0.575,45.26,-0.121260728
1.125,45.235,-0.17629415
-1.025,45.7,0.606281916
0.8,46.1,-2.98146122
1.625,45.525,-5.680890818
-0.3,45.075,-0.89517371
0.55,45.175,-0.30155395
0.55,45.25,-1.206048779
-0.15,45.25,-1.181188913
0.05,46.6,-0.603091194
-0.525,45.55,0
0.15,46.5,0.616059908
-16.73427447,32.79162984,-58.62699486
-16.79339378,32.88031088,-60.51287433
-14.65813289,34.73910211,-65.4245728
-17.09857542,32.92870009,-57.96303147
-16.74259792,32.26228615,-59.8503383
-17.27507378,31.93229633,-58.02584065
-17.10646089,32.21879358,-58.31363231
-16.66031546,32.34218671,-60.10754458
-17.13074796,32.13840794,-58.39249775
-16.56665205,33.42649797,-60.6583453
-16.54796918,32.95320048,-61.25208571
-16.40716876,33.36684437,-73.04468695
-17.95325971,32.50567334,-68.7329398
-16.93924119,32.94990026,-58.78159724
-17.21997456,32.66393767,-57.99461679
-17.20854914,32.67910681,-58.02677652
-16.96556462,32.57734513,-59.95863607
-17.21997456,32.68937762,-57.99461679
-15.83953836,33.68205701,-62.36839529
-15.39388597,33.87239925,-61.38954033
-17.16301241,32.69704586,-58.15483947
-16.89650123,32.98693356,-58.82865097
-15.41129432,33.91994398,-62.65012422
-17.4993855,33.01139444,-70.39155873
-14.5180194,34.60124824,-65.94265055
-16.59251732,32.52121465,-59.91764746
15.32547491,34.27478265,61.73875856
15.0444457,33.55076833,60.91661852
14.79411765,33.66176471,61.92751306
14.07196771,33.72517007,63.68735151
14.30689732,33.4412967,62.68439203
15.92740836,32.95687741,59.65675112
15.87329579,32.49610914,59.70066073
15.34029324,33.16871467,60.74066453
15.29175937,33.04430195,63.16907704
15.20937109,33.61116949,61.97971084
15.61973524,32.68136628,59.80837704
16.0495567,32.90270564,55.84030545
15.68009033,33.33473928,58.78159724
15.50293046,32.63917601,60.36608521
15.17311658,32.84658186,61.48243977
14.70894729,33.77859678,62.62229723
14.47909377,34.28075655,63.43494882
14.06751262,34.28700132,64.75186123
15.29175937,33.04430195,63.16907704
16.16269841,32.52935642,61.0074043
15.70811229,32.80921923,61.57879078
15.53052763,33.37598568,60.91661852
15.28281035,33.26710327,61.05998731
16.45723314,32.08717971,58.43102887
16.34864706,32.20135744,58.58431418
17.50946039,31.90973471,55.84030545
